"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c1000.csv",,,,"Date:","21 Jun 2018 01:45:40 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
21-06 01:45:40,0.0,0.0,0.148,542179328.0,123678720.0,655306752.0,776077312.0,0.0,0.0,4678.081,30839.434,1551.973,4001.969,5.717,1.707,92.565,0.009,0.0,0.002,5.483,1.482,91.845,0.005,0.0,1.185,0.0,0.0,0.246,0.481,0.580,1.300,1.350,
21-06 01:45:41,0.0,0.0,0.0,542240768.0,123678720.0,655310848.0,776011776.0,0.0,0.0,0.0,0.0,48.0,69.0,0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,120.0,138.0,0.0,0.0,0.580,1.300,1.350,
21-06 01:45:42,1.0,0.0,0.0,551309312.0,123678720.0,655310848.0,766943232.0,0.0,0.0,0.0,0.0,2452.0,3144.0,2.0,1.0,97.0,0.0,0.0,0.0,3.960,1.980,90.099,0.0,0.0,3.960,4172888.0,149807.0,0.0,0.0,0.580,1.300,1.350,
21-06 01:45:43,1.0,0.0,0.0,548753408.0,123686912.0,655306752.0,769495040.0,0.0,0.0,0.0,40960.0,1783.0,6189.0,29.293,0.0,70.707,0.0,0.0,0.0,72.449,1.020,26.531,0.0,0.0,0.0,51720.0,216719.0,0.0,2.0,0.580,1.300,1.350,
21-06 01:45:44,1.0,0.0,0.0,542773248.0,123686912.0,655310848.0,775471104.0,0.0,0.0,0.0,0.0,1662.0,4505.0,1.923,4.808,93.269,0.0,0.0,0.0,93.069,4.950,0.990,0.0,0.0,0.990,38490.0,119672.0,0.0,0.0,0.580,1.300,1.350,
21-06 01:45:45,0.0,0.0,0.0,536330240.0,123686912.0,655310848.0,781914112.0,0.0,0.0,0.0,0.0,1432.0,4442.0,3.030,0.0,96.970,0.0,0.0,0.0,78.0,1.0,19.0,0.0,0.0,2.0,33000.0,100635.0,0.0,0.0,0.610,1.300,1.350,
21-06 01:45:46,0.0,0.0,0.0,536240128.0,123686912.0,655310848.0,782004224.0,0.0,0.0,0.0,0.0,42.0,67.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,555.0,0.0,0.0,0.610,1.300,1.350,
21-06 01:45:47,0.0,0.0,0.0,536240128.0,123686912.0,655310848.0,782004224.0,0.0,0.0,0.0,0.0,43.0,67.0,0.990,0.0,99.010,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,298.0,0.0,0.0,0.610,1.300,1.350,
21-06 01:45:48,0.0,0.0,0.0,536240128.0,123686912.0,655310848.0,782004224.0,0.0,0.0,0.0,0.0,37.0,64.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,298.0,0.0,0.0,0.610,1.300,1.350,
21-06 01:45:49,0.0,0.0,0.0,536231936.0,123695104.0,655310848.0,782004224.0,0.0,0.0,0.0,12288.0,47.0,88.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,60.0,298.0,0.0,2.0,0.610,1.300,1.350,
