"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c64.csv",,,,"Date:","21 Jun 2018 01:21:13 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
21-06 01:21:13,0.000,0.0,0.150,481693696.0,121974784.0,655020032.0,838553600.0,0.0,0.0,4753.122,31270.108,1531.675,3957.287,4.937,1.686,93.366,0.009,0.0,0.002,4.715,1.444,92.679,0.005,0.0,1.157,0.0,0.0,0.250,0.480,1.790,1.740,1.480,
21-06 01:21:14,2.0,0.0,0.0,482566144.0,121974784.0,655024128.0,837677056.0,0.0,0.0,0.0,0.0,333.0,573.0,4.950,0.990,94.059,0.0,0.0,0.0,4.950,0.0,95.050,0.0,0.0,0.0,433012.0,23552.0,0.0,0.0,1.650,1.710,1.470,
21-06 01:21:15,2.0,0.0,0.0,482856960.0,121974784.0,655024128.0,837386240.0,0.0,0.0,0.0,0.0,3831.0,9545.0,67.0,8.0,25.0,0.0,0.0,0.0,83.333,2.083,10.417,0.0,0.0,4.167,1968118.0,315599.0,0.0,0.0,1.650,1.710,1.470,
21-06 01:21:16,2.0,0.0,0.0,531300352.0,121974784.0,655024128.0,788942848.0,0.0,0.0,0.0,0.0,4150.0,10026.0,85.567,7.216,7.216,0.0,0.0,0.0,74.257,5.941,12.871,0.0,0.0,6.931,2146438.0,351964.0,0.0,0.0,1.650,1.710,1.470,
21-06 01:21:17,2.0,0.0,0.0,532578304.0,121982976.0,655015936.0,787664896.0,0.0,0.0,0.0,40960.0,3921.0,9337.0,77.551,7.143,15.306,0.0,0.0,0.0,81.443,3.093,12.371,0.0,0.0,3.093,2073294.0,348654.0,0.0,4.0,1.650,1.710,1.470,
21-06 01:21:18,3.0,0.0,0.0,531988480.0,121982976.0,655024128.0,788246528.0,0.0,0.0,0.0,0.0,4088.0,9903.0,78.125,9.375,12.500,0.0,0.0,0.0,84.043,3.191,8.511,0.0,0.0,4.255,2163656.0,358761.0,0.0,0.0,1.650,1.710,1.470,
21-06 01:21:19,2.0,0.0,0.0,532430848.0,121982976.0,655024128.0,787804160.0,0.0,0.0,0.0,0.0,3884.0,9631.0,75.510,7.143,17.347,0.0,0.0,0.0,82.653,1.020,10.204,0.0,0.0,6.122,2107906.0,356287.0,0.0,0.0,1.680,1.720,1.470,
21-06 01:21:20,2.0,0.0,0.0,532336640.0,121982976.0,655024128.0,787898368.0,0.0,0.0,0.0,0.0,4141.0,9950.0,83.673,7.143,9.184,0.0,0.0,0.0,64.646,4.040,29.293,0.0,0.0,2.020,1979800.0,350567.0,0.0,0.0,1.680,1.720,1.470,
21-06 01:21:21,2.0,0.0,0.0,531861504.0,121982976.0,655024128.0,788373504.0,0.0,0.0,0.0,0.0,4152.0,9259.0,80.412,7.216,12.371,0.0,0.0,0.0,68.687,3.030,24.242,0.0,0.0,4.040,1888400.0,325828.0,0.0,0.0,1.680,1.720,1.470,
21-06 01:21:22,2.0,0.0,0.0,530718720.0,121982976.0,655024128.0,789516288.0,0.0,0.0,0.0,0.0,3924.0,9504.0,77.778,10.101,12.121,0.0,0.0,0.0,71.429,4.082,18.367,0.0,0.0,6.122,2003308.0,348491.0,0.0,0.0,1.680,1.720,1.470,
21-06 01:21:23,2.0,0.0,0.0,528842752.0,121991168.0,655024128.0,791384064.0,0.0,0.0,0.0,12288.0,4033.0,9974.0,85.567,4.124,10.309,0.0,0.0,0.0,79.208,3.960,12.871,0.0,0.0,3.960,2126944.0,368626.0,0.0,2.0,1.680,1.720,1.470,
21-06 01:21:24,2.0,0.0,0.0,527319040.0,121991168.0,655024128.0,792907776.0,0.0,0.0,0.0,0.0,4270.0,10220.0,79.167,11.458,9.375,0.0,0.0,0.0,81.250,4.167,12.500,0.0,0.0,2.083,2214448.0,383432.0,0.0,0.0,1.700,1.720,1.470,
21-06 01:21:25,1.0,0.0,0.0,525811712.0,121991168.0,655024128.0,794415104.0,0.0,0.0,0.0,0.0,4277.0,10144.0,79.0,6.0,15.0,0.0,0.0,0.0,81.818,4.040,9.091,0.0,0.0,5.051,2234488.0,365287.0,0.0,0.0,1.700,1.720,1.470,
21-06 01:21:26,2.0,0.0,0.0,525086720.0,121991168.0,655024128.0,795140096.0,0.0,0.0,0.0,0.0,4347.0,10078.0,82.474,9.278,8.247,0.0,0.0,0.0,73.0,4.0,18.0,0.0,0.0,5.0,2080170.0,363195.0,0.0,0.0,1.700,1.720,1.470,
21-06 01:21:27,2.0,0.0,0.0,523677696.0,121991168.0,655024128.0,796549120.0,0.0,0.0,0.0,16384.0,4324.0,9528.0,82.653,4.082,13.265,0.0,0.0,0.0,79.592,6.122,8.163,0.0,0.0,6.122,2173086.0,336841.0,0.0,2.0,1.700,1.720,1.470,
21-06 01:21:28,1.0,0.0,0.0,522100736.0,121991168.0,655024128.0,798126080.0,0.0,0.0,0.0,0.0,4293.0,9496.0,80.0,8.0,12.0,0.0,0.0,0.0,80.612,2.041,11.224,0.0,0.0,6.122,2181088.0,333942.0,0.0,0.0,1.700,1.720,1.470,
21-06 01:21:29,2.0,0.0,0.0,520290304.0,121995264.0,655024128.0,799932416.0,0.0,0.0,0.0,16384.0,4122.0,9471.0,88.660,2.062,9.278,0.0,0.0,0.0,70.707,2.020,21.212,0.0,0.0,6.061,2081442.0,328153.0,0.0,2.0,1.650,1.710,1.470,
21-06 01:21:30,2.0,0.0,0.0,530980864.0,121995264.0,655028224.0,789237760.0,0.0,0.0,0.0,0.0,4125.0,9564.0,78.0,7.0,15.0,0.0,0.0,0.0,83.838,4.040,6.061,0.0,0.0,6.061,2153702.0,328279.0,0.0,0.0,1.650,1.710,1.470,
21-06 01:21:31,1.0,0.0,0.0,531083264.0,121995264.0,655028224.0,789135360.0,0.0,0.0,0.0,0.0,4186.0,9288.0,89.583,2.083,8.333,0.0,0.0,0.0,78.571,3.061,17.347,0.0,0.0,1.020,2119802.0,326875.0,0.0,0.0,1.650,1.710,1.470,
21-06 01:21:32,2.0,0.0,0.0,531238912.0,121995264.0,655028224.0,788979712.0,0.0,0.0,0.0,0.0,3690.0,9478.0,78.351,3.093,18.557,0.0,0.0,0.0,77.551,8.163,9.184,0.0,0.0,5.102,2012514.0,344101.0,0.0,0.0,1.650,1.710,1.470,
21-06 01:21:33,2.0,0.0,0.0,529997824.0,121995264.0,655028224.0,790220800.0,0.0,0.0,0.0,0.0,4025.0,9563.0,80.612,3.061,16.327,0.0,0.0,0.0,68.367,10.204,16.327,0.0,0.0,5.102,2050846.0,345481.0,0.0,0.0,1.650,1.710,1.470,
21-06 01:21:34,4.0,0.0,0.0,528289792.0,121999360.0,655028224.0,791924736.0,0.0,0.0,0.0,12288.0,3838.0,9940.0,74.747,3.030,22.222,0.0,0.0,0.0,80.208,7.292,8.333,0.0,0.0,4.167,2010212.0,350741.0,0.0,2.0,1.670,1.710,1.470,
21-06 01:21:35,2.0,0.0,0.0,527339520.0,121999360.0,655028224.0,792875008.0,0.0,0.0,0.0,0.0,3870.0,9651.0,76.289,4.124,19.588,0.0,0.0,0.0,73.267,7.921,11.881,0.0,0.0,6.931,2035910.0,345944.0,0.0,0.0,1.670,1.710,1.470,
21-06 01:21:36,1.0,0.0,0.0,525389824.0,121999360.0,655028224.0,794824704.0,0.0,0.0,0.0,0.0,3914.0,9330.0,81.0,3.0,16.0,0.0,0.0,0.0,76.042,5.208,13.542,0.0,0.0,5.208,2032652.0,331264.0,0.0,0.0,1.670,1.710,1.470,
21-06 01:21:37,2.0,0.0,0.0,523726848.0,121999360.0,655028224.0,796487680.0,0.0,0.0,0.0,0.0,3865.0,10051.0,82.828,2.020,15.152,0.0,0.0,0.0,80.612,8.163,8.163,0.0,0.0,3.061,2125546.0,367241.0,0.0,0.0,1.670,1.710,1.470,
21-06 01:21:38,1.0,0.0,0.0,521740288.0,121999360.0,655028224.0,798474240.0,0.0,0.0,0.0,0.0,4127.0,9642.0,87.755,3.061,9.184,0.0,0.0,0.0,71.429,8.163,17.347,0.0,0.0,3.061,2167524.0,361236.0,0.0,0.0,1.670,1.710,1.470,
21-06 01:21:39,3.0,0.0,0.0,521965568.0,122003456.0,655028224.0,798244864.0,0.0,0.0,0.0,12288.0,3756.0,9624.0,82.828,2.020,15.152,0.0,0.0,0.0,75.758,7.071,11.111,0.0,0.0,6.061,2060626.0,351739.0,0.0,2.0,1.780,1.730,1.480,
21-06 01:21:40,1.0,0.0,0.0,531234816.0,122003456.0,655028224.0,788975616.0,0.0,0.0,0.0,0.0,3985.0,9147.0,83.838,4.040,12.121,0.0,0.0,0.0,67.327,6.931,20.792,0.0,0.0,4.950,2035276.0,337701.0,0.0,0.0,1.780,1.730,1.480,
21-06 01:21:41,1.0,0.0,0.0,531935232.0,122003456.0,655028224.0,788275200.0,0.0,0.0,0.0,0.0,4212.0,9284.0,85.714,1.020,13.265,0.0,0.0,0.0,66.667,7.071,20.202,0.0,0.0,6.061,2023048.0,337245.0,0.0,0.0,1.780,1.730,1.480,
21-06 01:21:42,3.0,0.0,0.0,530989056.0,122003456.0,655028224.0,789221376.0,0.0,0.0,0.0,0.0,3961.0,9658.0,84.848,4.040,11.111,0.0,0.0,0.0,75.248,7.921,11.881,0.0,0.0,4.950,2152926.0,365153.0,0.0,0.0,1.780,1.730,1.480,
21-06 01:21:43,2.0,0.0,0.0,529235968.0,122003456.0,655028224.0,790974464.0,0.0,0.0,0.0,0.0,4389.0,9794.0,81.443,3.093,15.464,0.0,0.0,0.0,73.737,8.081,13.131,0.0,0.0,5.051,2133242.0,362848.0,0.0,0.0,1.780,1.730,1.480,
21-06 01:21:44,2.0,0.0,0.0,527769600.0,122011648.0,655028224.0,792432640.0,0.0,0.0,0.0,12288.0,4372.0,9880.0,80.808,4.040,15.152,0.0,0.0,0.0,77.320,9.278,9.278,0.0,0.0,4.124,2090430.0,357085.0,0.0,2.0,1.800,1.740,1.490,
21-06 01:21:45,3.0,0.0,0.0,532140032.0,122011648.0,655028224.0,788062208.0,0.0,0.0,0.0,0.0,4083.0,9775.0,79.381,4.124,16.495,0.0,0.0,0.0,80.612,4.082,10.204,0.0,0.0,5.102,2097218.0,360223.0,0.0,0.0,1.800,1.740,1.490,
21-06 01:21:46,2.0,0.0,0.0,532078592.0,122011648.0,655028224.0,788123648.0,0.0,0.0,0.0,0.0,4307.0,9961.0,80.208,3.125,16.667,0.0,0.0,0.0,84.848,5.051,8.081,0.0,0.0,2.020,2141992.0,338733.0,0.0,0.0,1.800,1.740,1.490,
21-06 01:21:47,2.0,0.0,0.0,531898368.0,122011648.0,655028224.0,788303872.0,0.0,0.0,0.0,20480.0,3820.0,9645.0,86.0,2.0,12.0,0.0,0.0,0.0,77.778,7.071,12.121,0.0,0.0,3.030,2108892.0,357224.0,0.0,4.0,1.800,1.740,1.490,
21-06 01:21:48,2.0,0.0,0.0,532094976.0,122011648.0,655028224.0,788107264.0,0.0,0.0,0.0,0.0,4107.0,10053.0,80.412,3.093,16.495,0.0,0.0,0.0,79.798,6.061,11.111,0.0,0.0,3.030,2159504.0,362301.0,0.0,0.0,1.800,1.740,1.490,
21-06 01:21:49,2.0,0.0,0.0,530857984.0,122019840.0,655032320.0,789331968.0,0.0,0.0,0.0,24576.0,4074.0,9802.0,78.571,2.041,19.388,0.0,0.0,0.0,81.818,6.061,9.091,0.0,0.0,3.030,2016268.0,350394.0,0.0,3.0,1.810,1.740,1.490,
21-06 01:21:50,4.0,0.0,0.0,529588224.0,122019840.0,655032320.0,790601728.0,0.0,0.0,0.0,0.0,4204.0,9587.0,84.848,4.040,11.111,0.0,0.0,0.0,72.449,9.184,14.286,0.0,0.0,4.082,2100738.0,320602.0,0.0,0.0,1.810,1.740,1.490,
21-06 01:21:51,2.0,0.0,0.0,529690624.0,122019840.0,655032320.0,790499328.0,0.0,0.0,0.0,0.0,4261.0,9843.0,94.898,2.041,3.061,0.0,0.0,0.0,77.083,6.250,12.500,0.0,0.0,4.167,2227826.0,374034.0,0.0,0.0,1.810,1.740,1.490,
21-06 01:21:52,1.0,0.0,0.0,531816448.0,122019840.0,655032320.0,788373504.0,0.0,0.0,0.0,0.0,4137.0,9478.0,74.747,8.081,17.172,0.0,0.0,0.0,71.0,7.0,16.0,0.0,0.0,6.0,2007022.0,338849.0,0.0,0.0,1.810,1.740,1.490,
21-06 01:21:53,2.0,0.0,2.0,531451904.0,122019840.0,655032320.0,788738048.0,0.0,0.0,0.0,0.0,4144.0,9751.0,83.0,3.0,14.0,0.0,0.0,0.0,78.0,7.0,9.0,0.0,0.0,6.0,2131229.0,355172.0,0.0,0.0,1.810,1.740,1.490,
21-06 01:21:54,4.0,0.0,0.0,531709952.0,122028032.0,655036416.0,788467712.0,0.0,0.0,0.0,20480.0,3975.0,10025.0,77.551,3.061,18.367,0.0,0.0,1.020,78.571,8.163,10.204,0.0,0.0,3.061,2069976.0,357988.0,0.0,2.0,1.750,1.730,1.490,
21-06 01:21:55,4.0,0.0,0.0,531349504.0,122028032.0,655036416.0,788828160.0,0.0,0.0,0.0,0.0,4101.0,9306.0,87.755,4.082,8.163,0.0,0.0,0.0,73.196,8.247,13.402,0.0,0.0,5.155,2149380.0,347669.0,0.0,0.0,1.750,1.730,1.490,
21-06 01:21:56,2.0,0.0,0.0,530251776.0,122028032.0,655036416.0,789925888.0,0.0,0.0,0.0,0.0,4258.0,9965.0,80.612,3.061,16.327,0.0,0.0,0.0,81.188,6.931,5.941,0.0,0.0,5.941,2117182.0,346110.0,0.0,0.0,1.750,1.730,1.490,
21-06 01:21:57,3.0,0.0,0.0,529301504.0,122028032.0,655036416.0,790876160.0,0.0,0.0,0.0,16384.0,4113.0,9741.0,86.735,3.061,10.204,0.0,0.0,0.0,74.227,7.216,14.433,0.0,0.0,4.124,2179954.0,362992.0,0.0,2.0,1.750,1.730,1.490,
21-06 01:21:58,2.0,0.0,0.0,529162240.0,122028032.0,655036416.0,791015424.0,0.0,0.0,0.0,0.0,3895.0,9863.0,77.660,4.255,18.085,0.0,0.0,0.0,80.808,4.040,9.091,0.0,0.0,6.061,2112580.0,363543.0,0.0,0.0,1.750,1.730,1.490,
21-06 01:21:59,1.0,0.0,0.0,530235392.0,122036224.0,655036416.0,789934080.0,0.0,0.0,0.0,16384.0,3852.0,9673.0,78.0,3.0,19.0,0.0,0.0,0.0,69.388,8.163,16.327,0.0,0.0,6.122,2029276.0,343296.0,0.0,2.0,1.770,1.740,1.490,
21-06 01:22:00,2.0,0.0,0.0,530632704.0,122036224.0,655036416.0,789536768.0,0.0,0.0,0.0,0.0,3616.0,9512.0,82.0,1.0,17.0,0.0,0.0,0.0,79.798,6.061,12.121,0.0,0.0,2.020,1987160.0,337464.0,0.0,0.0,1.770,1.740,1.490,
21-06 01:22:01,2.0,0.0,0.0,530882560.0,122036224.0,655036416.0,789286912.0,0.0,0.0,0.0,0.0,3885.0,9359.0,78.788,4.040,17.172,0.0,0.0,0.0,74.0,10.0,13.0,0.0,0.0,3.0,2014482.0,335803.0,0.0,0.0,1.770,1.740,1.490,
21-06 01:22:02,2.0,0.0,0.0,529965056.0,122036224.0,655036416.0,790204416.0,0.0,0.0,0.0,0.0,3692.0,9721.0,59.596,4.040,36.364,0.0,0.0,0.0,80.0,7.0,8.0,0.0,0.0,5.0,1881582.0,335765.0,0.0,0.0,1.770,1.740,1.490,
21-06 01:22:03,2.0,0.0,0.0,528850944.0,122036224.0,655036416.0,791318528.0,0.0,0.0,0.0,0.0,3548.0,10298.0,62.245,4.082,33.673,0.0,0.0,0.0,82.0,9.0,4.0,0.0,0.0,5.0,1967300.0,349391.0,0.0,0.0,1.770,1.740,1.490,
21-06 01:22:04,2.0,0.0,0.0,528474112.0,122036224.0,655036416.0,791695360.0,0.0,0.0,0.0,0.0,4052.0,10026.0,81.633,3.061,15.306,0.0,0.0,0.0,73.737,9.091,10.101,0.0,0.0,7.071,2082208.0,355946.0,0.0,0.0,1.630,1.710,1.480,
21-06 01:22:05,1.0,0.0,0.0,531644416.0,122040320.0,655036416.0,788520960.0,0.0,0.0,0.0,12288.0,3956.0,10087.0,77.551,4.082,18.367,0.0,0.0,0.0,80.808,5.051,9.091,0.0,0.0,5.051,2109676.0,363920.0,0.0,2.0,1.630,1.710,1.480,
21-06 01:22:06,3.0,0.0,0.0,531976192.0,122040320.0,655036416.0,788189184.0,0.0,0.0,0.0,0.0,3999.0,9631.0,79.592,3.061,17.347,0.0,0.0,0.0,77.0,6.0,10.0,0.0,0.0,7.0,2031052.0,349013.0,0.0,0.0,1.630,1.710,1.480,
21-06 01:22:07,2.0,0.0,0.0,532135936.0,122040320.0,655036416.0,788029440.0,0.0,0.0,0.0,0.0,3537.0,10153.0,60.204,5.102,34.694,0.0,0.0,0.0,82.178,7.921,3.960,0.0,0.0,5.941,1921284.0,347137.0,0.0,0.0,1.630,1.710,1.480,
21-06 01:22:08,2.0,0.0,0.0,530669568.0,122040320.0,655040512.0,789491712.0,0.0,0.0,0.0,0.0,4154.0,10317.0,79.798,5.051,15.152,0.0,0.0,0.0,76.289,7.216,9.278,0.0,0.0,7.216,2183304.0,373659.0,0.0,0.0,1.630,1.710,1.480,
21-06 01:22:09,2.0,0.0,0.0,530087936.0,122040320.0,655040512.0,790073344.0,0.0,0.0,0.0,0.0,4060.0,9711.0,76.289,3.093,20.619,0.0,0.0,0.0,80.808,7.071,10.101,0.0,0.0,2.020,2038688.0,353297.0,0.0,0.0,1.660,1.710,1.480,
21-06 01:22:10,2.0,0.0,0.0,528777216.0,122040320.0,655040512.0,791384064.0,0.0,0.0,0.0,0.0,3789.0,9573.0,77.551,3.061,19.388,0.0,0.0,0.0,73.737,7.071,14.141,0.0,0.0,5.051,1962006.0,338974.0,0.0,0.0,1.660,1.710,1.480,
21-06 01:22:11,2.0,0.0,0.0,528543744.0,122044416.0,655040512.0,791613440.0,0.0,0.0,0.0,12288.0,3834.0,9164.0,81.633,6.122,12.245,0.0,0.0,0.0,76.238,6.931,8.911,0.0,0.0,7.921,2002156.0,343097.0,0.0,2.0,1.660,1.710,1.480,
21-06 01:22:12,2.0,0.0,0.0,531640320.0,122044416.0,655040512.0,788516864.0,0.0,0.0,0.0,0.0,4065.0,9933.0,81.633,3.061,15.306,0.0,0.0,0.0,82.178,4.950,6.931,0.0,0.0,5.941,2072306.0,360500.0,0.0,0.0,1.660,1.710,1.480,
21-06 01:22:13,2.0,0.0,0.0,532393984.0,122044416.0,655040512.0,787763200.0,0.0,0.0,0.0,0.0,3881.0,9442.0,83.838,3.030,13.131,0.0,0.0,0.0,81.720,7.527,8.602,0.0,0.0,2.151,2047236.0,349294.0,0.0,0.0,1.660,1.710,1.480,
21-06 01:22:14,2.0,0.0,0.0,532627456.0,122044416.0,655040512.0,787529728.0,0.0,0.0,0.0,0.0,3743.0,10030.0,80.0,4.0,16.0,0.0,0.0,0.0,78.788,11.111,6.061,0.0,0.0,4.040,2065994.0,357888.0,0.0,0.0,1.690,1.720,1.490,
21-06 01:22:15,3.0,0.0,0.0,532844544.0,122044416.0,655040512.0,787312640.0,0.0,0.0,0.0,0.0,3966.0,9497.0,87.879,2.020,10.101,0.0,0.0,0.0,73.267,6.931,13.861,0.0,0.0,5.941,2138104.0,356197.0,0.0,0.0,1.690,1.720,1.490,
21-06 01:22:16,3.0,0.0,0.0,532516864.0,122044416.0,655040512.0,787640320.0,0.0,0.0,0.0,0.0,3958.0,9300.0,85.567,2.062,12.371,0.0,0.0,0.0,77.320,7.216,13.402,0.0,0.0,2.062,2102712.0,352117.0,0.0,0.0,1.690,1.720,1.490,
21-06 01:22:17,2.0,0.0,0.0,532713472.0,122052608.0,655040512.0,787435520.0,0.0,0.0,0.0,12288.0,4225.0,9520.0,98.980,0.0,1.020,0.0,0.0,0.0,68.317,6.931,20.792,0.0,0.0,3.960,2195976.0,357922.0,0.0,2.0,1.690,1.720,1.490,
21-06 01:22:18,3.0,0.0,0.0,532516864.0,122052608.0,655040512.0,787632128.0,0.0,0.0,0.0,0.0,4086.0,9748.0,85.859,3.030,11.111,0.0,0.0,0.0,74.747,8.081,11.111,0.0,0.0,6.061,2150464.0,362364.0,0.0,0.0,1.690,1.720,1.490,
21-06 01:22:19,2.0,0.0,0.0,532639744.0,122052608.0,655040512.0,787509248.0,0.0,0.0,0.0,0.0,3719.0,10326.0,62.626,5.051,32.323,0.0,0.0,0.0,84.0,8.0,4.0,0.0,0.0,4.0,2020892.0,361247.0,0.0,0.0,1.710,1.720,1.490,
21-06 01:22:20,2.0,0.0,0.0,532795392.0,122052608.0,655040512.0,787353600.0,0.0,0.0,0.0,0.0,4095.0,10084.0,73.737,4.040,22.222,0.0,0.0,0.0,76.531,7.143,12.245,0.0,0.0,4.082,2070606.0,358589.0,0.0,0.0,1.710,1.720,1.490,
21-06 01:22:21,1.0,0.0,0.0,532623360.0,122052608.0,655040512.0,787525632.0,0.0,0.0,0.0,0.0,4050.0,9662.0,70.833,4.167,25.0,0.0,0.0,0.0,84.0,5.0,7.0,0.0,0.0,4.0,2096372.0,344877.0,0.0,0.0,1.710,1.720,1.490,
