"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Servidor-2cpus",,,,"User:","root"
"Cmdline:","dstat -tfvnrl --output c2.csv",,,,"Date:","21 Jun 2018 02:07:33 UTC"

"system","procs",,,"memory usage",,,,"paging",,"dsk/vda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/eth0",,"io/vda",,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","read","writ","1m","5m","15m"
21-06 02:07:33,0.0,0.0,0.147,320315392.0,124571648.0,655568896.0,996786176.0,0.0,0.0,4612.923,30461.690,1546.833,3987.976,5.838,1.701,92.449,0.009,0.0,0.003,5.604,1.481,91.732,0.004,0.0,1.179,0.0,0.0,0.243,0.481,0.160,0.180,0.610,
21-06 02:07:34,0.0,0.0,0.0,320380928.0,124571648.0,655572992.0,996716544.0,0.0,0.0,0.0,0.0,47.0,77.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,120.0,644.0,0.0,0.0,0.160,0.180,0.610,
21-06 02:07:35,3.0,0.0,0.0,333053952.0,124571648.0,655572992.0,984043520.0,0.0,0.0,0.0,0.0,4528.0,10970.0,59.0,4.0,37.0,0.0,0.0,0.0,61.856,7.216,28.866,0.0,0.0,2.062,1922074.0,315575.0,0.0,0.0,0.160,0.180,0.610,
21-06 02:07:36,4.0,0.0,0.0,332951552.0,124575744.0,655572992.0,984141824.0,0.0,0.0,0.0,32768.0,4673.0,10421.0,60.215,3.226,35.484,0.0,0.0,1.075,60.417,6.250,29.167,0.0,0.0,4.167,1867766.0,313881.0,0.0,2.0,0.390,0.220,0.620,
21-06 02:07:37,2.0,0.0,0.0,332980224.0,124575744.0,655572992.0,984113152.0,0.0,0.0,0.0,0.0,4855.0,11013.0,68.085,4.255,27.660,0.0,0.0,0.0,64.646,5.051,27.273,0.0,0.0,3.030,1988790.0,332479.0,0.0,0.0,0.390,0.220,0.620,
21-06 02:07:38,4.0,0.0,1.0,333381632.0,124575744.0,655572992.0,983711744.0,0.0,0.0,0.0,0.0,4890.0,10834.0,55.319,6.383,38.298,0.0,0.0,0.0,63.158,4.211,27.368,0.0,0.0,5.263,1943326.0,324110.0,0.0,0.0,0.390,0.220,0.620,
21-06 02:07:39,4.0,0.0,0.0,333410304.0,124575744.0,655572992.0,983683072.0,0.0,0.0,0.0,0.0,4946.0,11106.0,65.217,2.174,32.609,0.0,0.0,0.0,63.265,4.082,28.571,0.0,0.0,4.082,2017498.0,335568.0,0.0,0.0,0.390,0.220,0.620,
21-06 02:07:40,3.0,0.0,0.0,333635584.0,124575744.0,655572992.0,983457792.0,0.0,0.0,0.0,0.0,5019.0,11094.0,62.105,5.263,32.632,0.0,0.0,0.0,58.0,8.0,29.0,0.0,0.0,5.0,1993584.0,331314.0,0.0,0.0,0.390,0.220,0.620,
21-06 02:07:41,2.0,0.0,0.0,333725696.0,124579840.0,655572992.0,983363584.0,0.0,0.0,0.0,12288.0,5027.0,11061.0,64.211,2.105,33.684,0.0,0.0,0.0,59.794,5.155,30.928,0.0,0.0,4.124,1971146.0,335265.0,0.0,2.0,0.600,0.270,0.630,
21-06 02:07:42,3.0,0.0,0.0,333754368.0,124579840.0,655572992.0,983334912.0,0.0,0.0,0.0,0.0,5037.0,11499.0,61.053,2.105,36.842,0.0,0.0,0.0,64.516,4.301,30.108,0.0,0.0,1.075,2007356.0,342159.0,0.0,0.0,0.600,0.270,0.630,
21-06 02:07:43,4.0,0.0,0.0,334106624.0,124579840.0,655572992.0,982982656.0,0.0,0.0,0.0,0.0,5122.0,11349.0,64.646,6.061,29.293,0.0,0.0,0.0,54.255,4.255,38.298,0.0,0.0,3.191,1995684.0,345374.0,0.0,0.0,0.600,0.270,0.630,
21-06 02:07:44,3.0,0.0,2.0,335273984.0,124579840.0,655572992.0,981815296.0,0.0,0.0,0.0,0.0,4863.0,10784.0,59.375,7.292,33.333,0.0,0.0,0.0,60.825,4.124,31.959,0.0,0.0,3.093,1862965.0,323048.0,0.0,0.0,0.600,0.270,0.630,
21-06 02:07:45,3.0,0.0,0.0,334999552.0,124579840.0,655572992.0,982089728.0,0.0,0.0,0.0,0.0,4995.0,11263.0,59.140,3.226,37.634,0.0,0.0,0.0,61.856,8.247,26.804,0.0,0.0,3.093,2059648.0,331886.0,0.0,0.0,0.600,0.270,0.630,
21-06 02:07:46,4.0,0.0,0.0,334766080.0,124583936.0,655572992.0,982319104.0,0.0,0.0,0.0,20480.0,5076.0,11209.0,61.856,3.093,35.052,0.0,0.0,0.0,66.316,3.158,26.316,0.0,0.0,4.211,2040016.0,331721.0,0.0,2.0,0.550,0.270,0.630,
21-06 02:07:47,3.0,0.0,0.0,335024128.0,124583936.0,655572992.0,982061056.0,0.0,0.0,0.0,0.0,4755.0,10931.0,65.979,4.124,29.897,0.0,0.0,0.0,63.441,4.301,30.108,0.0,0.0,2.151,1976648.0,336710.0,0.0,0.0,0.550,0.270,0.630,
